t,r,x,v,p1_bar,p2_bar,ps_bar,u_cmd,xv1,xv2,F_ext
0.000000,0.100000,0.100000,0.000000,10.000000,20.440000,150.000000,0.000000,0.000000,0.000000,0.000000
0.005000,0.100000,0.099999,-0.000182,10.008593,20.434192,150.000000,0.003082,0.000000,0.000000,0.000000
0.010000,0.100000,0.099999,0.000305,10.006288,20.436041,149.998726,-0.003866,0.001305,0.001305,0.000000
0.015000,0.100000,0.100000,-0.000023,10.001613,20.439758,149.997313,0.000070,-0.000248,-0.000248,0.000000
0.020000,0.100000,0.099999,-0.000222,10.008730,20.439387,149.996123,0.003333,-0.001218,-0.001218,0.000000
0.025000,0.100000,0.099999,0.000157,10.009956,20.440799,149.996366,-0.001778,0.000839,0.000839,0.000000
0.030000,0.100000,0.100000,0.000125,10.006192,20.443962,149.995395,-0.001857,0.000662,0.000662,0.000000
0.035000,0.100000,0.100000,-0.000159,10.007779,20.444392,149.996172,0.002126,-0.000999,-0.000999,0.000000
0.040000,0.100000,0.100000,-0.000019,10.012100,20.445135,149.995974,0.000547,-0.000161,-0.000161,0.000000
0.045000,0.100000,0.100000,0.000142,10.010064,20.446797,149.996437,-0.001901,0.000812,0.000812,0.000000
0.050000,0.100000,0.100000,-0.000026,10.008726,20.448035,149.996875,0.000188,-0.000230,-0.000230,0.000000
0.055000,0.100000,0.100000,-0.000096,10.011931,20.448407,149.996834,0.001405,-0.000619,-0.000619,0.000000
0.060000,0.100000,0.100000,0.000064,10.012513,20.449120,149.997476,-0.000753,0.000357,0.000357,0.000000
0.065000,0.100000,0.100000,0.000057,10.010932,20.450458,149.997421,-0.000884,0.000298,0.000298,0.000000
0.070000,0.100000,0.100000,-0.000069,10.011488,20.450756,149.997969,0.000875,-0.000456,-0.000456,0.000000
0.075000,0.100000,0.100000,-0.000015,10.013524,20.451144,149.997940,0.000303,-0.000121,-0.000121,0.000000
0.080000,0.100000,0.100000,0.000062,10.012690,20.451850,149.998310,-0.000848,0.000347,0.000347,0.000000
0.085000,0.100000,0.100000,-0.000008,10.012034,20.452433,149.998545,0.000011,-0.000089,-0.000089,0.000000
0.090000,0.100000,0.100000,-0.000045,10.013413,20.452630,149.998550,0.000623,-0.000297,-0.000297,0.000000
0.095000,0.100000,0.100000,0.000025,10.013775,20.452975,149.998826,-0.000304,0.000128,0.000128,0.000000
0.100000,0.100000,0.100000,0.000026,10.013077,20.453558,149.998856,-0.000414,0.000133,0.000133,0.000000
0.105000,0.100000,0.100000,-0.000029,10.013274,20.453707,149.999104,0.000351,-0.000199,-0.000199,0.000000
0.110000,0.100000,0.100000,-0.000009,10.014190,20.453905,149.999071,0.000145,-0.000073,-0.000073,0.000000
0.115000,0.100000,0.100000,0.000025,10.013855,20.454205,149.999270,-0.000361,0.000139,0.000139,0.000000
0.120000,0.100000,0.100000,-0.000003,10.013566,20.454457,149.999379,-0.000019,-0.000035,-0.000035,0.000000
0.125000,0.100000,0.100000,-0.000019,10.014132,20.454557,149.999379,0.000256,-0.000133,-0.000133,0.000000
0.130000,0.100000,0.100000,0.000009,10.014317,20.454720,149.999488,-0.000119,0.000041,0.000041,0.000000
0.135000,0.100000,0.100000,0.000011,10.014029,20.454956,149.999526,-0.000179,0.000053,0.000053,0.000000
0.140000,0.100000,0.100000,-0.000012,10.014099,20.455025,149.999629,0.000131,-0.000083,-0.000083,0.000000
