t,r,x,v,p1_bar,p2_bar,ps_bar,u_cmd,xv1,xv2,F_ext
0.000000,0.100000,0.100000,0.000000,10.000000,20.440000,150.000000,0.000191,0.000000,0.000000,0.000000
0.005000,0.100000,0.099999,-0.000179,10.008681,20.434150,149.999921,0.000258,0.000081,0.000081,0.000000
0.010000,0.100000,0.099999,0.000269,10.005019,20.436704,149.999631,-0.000198,0.000195,0.000195,0.000000
0.015000,0.100000,0.100000,-0.000172,10.002567,20.438450,149.999446,0.000741,0.000063,0.000063,0.000000
0.020000,0.100000,0.099999,0.000040,10.009119,20.434085,149.999388,-0.000243,0.000267,0.000267,0.000000
0.025000,0.100000,0.100000,0.000151,10.002605,20.438652,149.998995,0.000248,0.000196,0.000196,0.000000
0.030000,0.100000,0.100000,-0.000185,10.005601,20.436695,149.999129,0.000583,0.000105,0.000105,0.000000
0.035000,0.100000,0.100000,0.000165,10.007545,20.435493,149.999011,-0.000528,0.000325,0.000325,0.000000
0.040000,0.100000,0.100000,0.000001,10.002362,20.439141,149.998861,0.000868,0.000061,0.000061,0.000000
0.045000,0.100000,0.100000,-0.000104,10.007652,20.435604,149.999151,-0.000097,0.000221,0.000221,0.000000
0.050000,0.100000,0.100000,0.000194,10.005520,20.437215,149.998817,-0.000193,0.000264,0.000264,0.000000
0.055000,0.100000,0.100000,-0.000115,10.003446,20.438692,149.999015,0.001028,-0.000006,-0.000006,0.000000
0.060000,0.100000,0.100000,0.000016,10.008511,20.435348,149.999127,-0.000839,0.000342,0.000342,0.000000
0.065000,0.100000,0.100001,0.000142,10.003682,20.438787,149.998817,0.000707,0.000061,0.000061,0.000000
0.070000,0.100000,0.100000,-0.000172,10.005469,20.437725,149.999190,0.000360,0.000078,0.000078,0.000000
0.075000,0.100000,0.100000,0.000145,10.008146,20.436049,149.998961,-0.000874,0.000346,0.000346,0.000000
0.080000,0.100000,0.100001,0.000015,10.002581,20.439965,149.998961,0.001480,-0.000121,-0.000121,0.000000
0.085000,0.100000,0.100000,-0.000134,10.008122,20.436653,149.999060,-0.000863,0.000302,0.000302,0.000000
0.090000,0.100000,0.100001,0.000227,10.006330,20.438070,149.998640,0.000147,0.000154,0.000154,0.000000
0.095000,0.100000,0.100001,-0.000152,10.003351,20.440355,149.999000,0.001203,-0.000110,-0.000110,0.000000
