t,r,x,v,p1_bar,p2_bar,ps_bar,u_cmd,xv1,xv2,F_ext
0.000000,0.100000,0.100000,0.000000,10.000000,20.440000,150.000000,0.000580,0.000000,0.000000,0.000000
0.005000,0.100000,0.099999,-0.000172,10.008862,20.434065,149.999760,0.000640,0.000246,0.000246,0.000000
0.010000,0.100000,0.100000,0.000305,10.005284,20.436710,149.998937,0.000115,0.000532,0.000532,0.000000
0.015000,0.100000,0.100000,-0.000139,10.002602,20.438816,149.998214,-0.000084,0.000430,0.000430,0.000000
0.020000,0.100000,0.100000,0.000043,10.008893,20.434720,149.998329,0.000114,0.000122,0.000122,0.000000
0.025000,0.100000,0.100000,0.000099,10.002689,20.438940,149.998893,-0.000115,0.000018,0.000018,0.000000
0.030000,0.100000,0.100000,-0.000166,10.006201,20.436603,149.999297,0.000030,-0.000034,-0.000034,0.000000
0.035000,0.100000,0.100000,0.000139,10.006792,20.436396,149.999480,0.000043,-0.000035,-0.000035,0.000000
0.040000,0.100000,0.100000,-0.000055,10.003240,20.438853,149.999656,-0.000077,0.000013,0.000013,0.000000
0.045000,0.100000,0.100000,-0.000041,10.007673,20.435867,149.999768,0.000082,-0.000010,-0.000010,0.000000
0.050000,0.100000,0.100000,0.000103,10.004613,20.437978,149.999838,-0.000034,0.000010,0.000010,0.000000
0.055000,0.100000,0.100000,-0.000104,10.005129,20.437640,149.999863,-0.000009,0.000011,0.000011,0.000000
0.060000,0.100000,0.100000,0.000058,10.006978,20.436400,149.999907,0.000052,-0.000007,-0.000007,0.000000
0.065000,0.100000,0.100000,0.000009,10.004052,20.438393,149.999930,-0.000052,0.000014,0.000014,0.000000
0.070000,0.100000,0.100000,-0.000058,10.006515,20.436736,149.999931,0.000039,-0.000001,-0.000001,0.000000
0.075000,0.100000,0.100000,0.000073,10.005602,20.437376,149.999947,0.000001,0.000001,0.000001,0.000000
0.080000,0.100000,0.100000,-0.000050,10.004823,20.437907,149.999950,-0.000023,0.000010,0.000010,0.000000
0.085000,0.100000,0.100000,0.000009,10.006648,20.436679,149.999959,0.000040,-0.000004,-0.000004,0.000000
0.090000,0.100000,0.100000,0.000030,10.004820,20.437929,149.999966,-0.000026,0.000008,0.000008,0.000000
0.095000,0.100000,0.100000,-0.000048,10.005808,20.437267,149.999959,0.000012,0.000003,0.000003,0.000000
0.100000,0.100000,0.100000,0.000041,10.005985,20.437153,149.999972,0.000015,-0.000001,-0.000001,0.000000
0.105000,0.100000,0.100000,-0.000015,10.004933,20.437866,149.999974,-0.000021,0.000008,0.000008,0.000000
