t_s,T_out_C,phi_out,n_occ,u_fan_ms,Ta_sp_C,phi_room,phi_measured,omega_room_gkg,phi_in,H_gh,Tp_C,Re,Sh,hm,ref_phi,error_pct
0.000000,-10.000000,0.350000,0.000000,1.004170,40.000000,0.203078,0.200000,3.313467,0.072406,209.480744,17.352164,8894.076721,51.363273,0.013136,0.300000,10.000000
30.000000,-10.000000,0.350000,0.000000,1.008340,40.000000,0.204169,0.201985,3.331358,0.072797,209.789504,17.367073,8930.558166,51.468740,0.013164,0.300000,9.801462
60.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.205246,0.203078,3.349037,0.073188,208.795180,17.381947,8856.245350,51.254385,0.013109,0.300000,9.692191
90.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.206319,0.204169,3.366625,0.073575,208.671792,17.396636,8855.802977,51.253334,0.013109,0.300000,9.583121
120.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.207385,0.205246,3.384123,0.073959,208.549100,17.411240,8855.363168,51.252290,0.013110,0.300000,9.475353
150.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.208446,0.206319,3.401531,0.074341,208.427099,17.425762,8854.925906,51.251252,0.013110,0.300000,9.368144
180.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.209502,0.207385,3.418849,0.074722,208.305784,17.440201,8854.491175,51.250220,0.013110,0.300000,9.261492
210.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.210552,0.208446,3.436079,0.075100,208.185152,17.454558,8854.058959,51.249193,0.013110,0.300000,9.155394
240.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.211596,0.209502,3.453220,0.075476,208.065199,17.468834,8853.629241,51.248173,0.013110,0.300000,9.049846
270.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.212635,0.210552,3.470273,0.075851,207.945920,17.483028,8853.202005,51.247158,0.013111,0.300000,8.944846
300.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.213669,0.211596,3.487239,0.076223,207.827311,17.497142,8852.777234,51.246150,0.013111,0.300000,8.840391
330.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.214697,0.212635,3.504117,0.076594,207.709367,17.511175,8852.354914,51.245147,0.013111,0.300000,8.736478
360.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.215720,0.213669,3.520909,0.076963,207.592086,17.525130,8851.935028,51.244149,0.013111,0.300000,8.633103
390.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.216738,0.214697,3.537615,0.077329,207.475462,17.539005,8851.517560,51.243158,0.013111,0.300000,8.530265
420.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.217751,0.215720,3.554235,0.077694,207.359492,17.552801,8851.102496,51.242172,0.013112,0.300000,8.427960
450.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.218758,0.216738,3.570770,0.078057,207.244171,17.566520,8850.689818,51.241192,0.013112,0.300000,8.326185
480.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.219760,0.217751,3.587219,0.078418,207.129496,17.580161,8850.279513,51.240217,0.013112,0.300000,8.224938
510.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.220757,0.218758,3.603585,0.078777,207.015463,17.593724,8849.871565,51.239248,0.013112,0.300000,8.124216
540.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.221748,0.219760,3.619867,0.079135,206.902067,17.607211,8849.465958,51.238284,0.013112,0.300000,8.024016
570.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.222735,0.220757,3.636065,0.079490,206.789306,17.620622,8849.062679,51.237326,0.013113,0.300000,7.924335
600.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.223716,0.221748,3.652180,0.079844,206.677174,17.633958,8848.661711,51.236374,0.013113,0.300000,7.825170
630.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.224693,0.222735,3.668212,0.080196,206.565668,17.647218,8848.263041,51.235427,0.013113,0.300000,7.726519
660.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.225664,0.223716,3.684163,0.080546,206.454784,17.660403,8847.866653,51.234485,0.013113,0.300000,7.628379
690.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.226630,0.224693,3.700031,0.080894,206.344519,17.673514,8847.472533,51.233548,0.013113,0.300000,7.530748
720.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.227591,0.225664,3.715818,0.081240,206.234869,17.686552,8847.080667,51.232617,0.013114,0.300000,7.433621
750.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.228548,0.226630,3.731524,0.081585,206.125829,17.699516,8846.691040,51.231691,0.013114,0.300000,7.336998
780.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.229499,0.227591,3.747150,0.081927,206.017397,17.712407,8846.303638,51.230771,0.013114,0.300000,7.240875
810.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.230445,0.228548,3.762696,0.082268,205.909568,17.725225,8845.918447,51.229855,0.013114,0.300000,7.145249
840.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.231387,0.229499,3.778161,0.082608,205.802339,17.737972,8845.535452,51.228945,0.013114,0.300000,7.050119
870.000000,-10.000000,0.350000,0.000000,1.000000,40.000000,0.232323,0.230445,3.793548,0.082945,205.695706,17.750647,8845.154641,51.228040,0.013114,0.300000,6.955480
900.000000,-10.000000,0.350000,0.000000,2.945030,40.000000,0.234500,0.231387,3.829304,0.083281,352.814251,17.763251,26048.127920,87.911350,0.022506,0.500000,26.861331
930.000000,-10.000000,0.350000,0.000000,2.946816,40.000000,0.236664,0.232323,3.864867,0.084061,352.498531,17.792516,26061.336920,87.934420,0.022514,0.500000,26.767670
