t_s,T_out_C,phi_out,n_occ,u_fan_ms,Ta_sp_C,phi_room,phi_measured,omega_room_gkg,phi_in,H_gh,Tp_C,Re,Sh,hm,ref_phi,error_pct
0.000000,-10.000000,0.350000,0.000000,2.700091,40.000000,0.204213,0.200000,3.332081,0.072406,343.502349,17.352164,23915.093253,84.224471,0.021540,0.450000,25.000000
30.000000,-10.000000,0.350000,0.000000,2.722590,40.000000,0.206439,0.201985,3.368606,0.073204,344.509418,17.382547,24111.875788,84.571062,0.021631,0.450000,24.801462
60.000000,-10.000000,0.350000,0.000000,2.702110,40.000000,0.208642,0.204213,3.404740,0.074002,342.792304,17.412885,23928.031463,84.248813,0.021550,0.450000,24.578715
90.000000,-10.000000,0.350000,0.000000,2.676321,40.000000,0.210817,0.206439,3.440439,0.074792,340.740546,17.442863,23697.246947,83.842308,0.021447,0.450000,24.356071
120.000000,-10.000000,0.350000,0.000000,2.650479,40.000000,0.212966,0.208642,3.475704,0.075572,338.686829,17.472445,23466.073184,83.433106,0.021344,0.450000,24.135833
150.000000,-10.000000,0.350000,0.000000,2.625078,40.000000,0.215089,0.210817,3.510541,0.076342,336.662577,17.501635,23238.879729,83.028972,0.021242,0.450000,23.918275
180.000000,-10.000000,0.350000,0.000000,2.600174,40.000000,0.217185,0.212966,3.544956,0.077103,334.671414,17.530438,23016.153616,82.630857,0.021142,0.450000,23.703386
210.000000,-10.000000,0.350000,0.000000,2.575760,40.000000,0.219256,0.215089,3.578955,0.077854,332.713107,17.558861,22797.846266,82.238761,0.021043,0.450000,23.491129
240.000000,-10.000000,0.350000,0.000000,2.551827,40.000000,0.221302,0.217185,3.612546,0.078597,330.787065,17.586911,22583.860469,81.852595,0.020946,0.450000,23.281465
270.000000,-10.000000,0.350000,0.000000,2.528362,40.000000,0.223324,0.219256,3.645733,0.079330,328.892664,17.614593,22374.095081,81.472260,0.020850,0.450000,23.074354
300.000000,-10.000000,0.350000,0.000000,2.505356,40.000000,0.225320,0.221302,3.678524,0.080055,327.029290,17.641914,22168.451132,81.097659,0.020756,0.450000,22.869758
330.000000,-10.000000,0.350000,0.000000,2.482798,40.000000,0.227293,0.223324,3.710923,0.080771,325.196342,17.668880,21966.832322,80.728694,0.020663,0.450000,22.667638
360.000000,-10.000000,0.350000,0.000000,2.460677,40.000000,0.229242,0.225320,3.742936,0.081478,323.393233,17.695496,21769.145014,80.365272,0.020571,0.450000,22.467958
390.000000,-10.000000,0.350000,0.000000,2.438983,40.000000,0.231168,0.227293,3.774570,0.082177,321.619393,17.721769,21575.298158,80.007299,0.020481,0.450000,22.270681
420.000000,-10.000000,0.350000,0.000000,2.417707,40.000000,0.233071,0.229242,3.805830,0.082867,319.874260,17.747704,21385.203205,79.654685,0.020392,0.450000,22.075770
450.000000,-10.000000,0.350000,0.000000,2.396838,40.000000,0.234951,0.231168,3.836721,0.083549,318.157289,17.773307,21198.774028,79.307342,0.020304,0.450000,21.883192
480.000000,-10.000000,0.350000,0.000000,2.376369,40.000000,0.236809,0.233071,3.867249,0.084223,316.467948,17.798583,21015.926849,78.965181,0.020218,0.450000,21.692910
510.000000,-10.000000,0.350000,0.000000,2.356289,40.000000,0.238645,0.234951,3.897419,0.084889,314.805713,17.823537,20836.580161,78.628118,0.020133,0.450000,21.504891
540.000000,-10.000000,0.350000,0.000000,2.336590,40.000000,0.240459,0.236809,3.927235,0.085547,313.170077,17.848175,20660.654658,78.296068,0.020049,0.450000,21.319103
570.000000,-10.000000,0.350000,0.000000,2.317263,40.000000,0.242252,0.238645,3.956704,0.086197,311.560542,17.872502,20488.073167,77.968950,0.019966,0.450000,21.135511
600.000000,-10.000000,0.350000,4.000000,2.298301,40.000000,0.245714,0.240459,4.013608,0.086840,309.976621,17.896522,20318.760578,77.646683,0.019885,0.450000,20.954083
630.000000,-10.000000,0.350000,4.000000,2.279695,40.000000,0.249145,0.242252,4.070019,0.088081,308.130529,17.942842,20151.097803,77.326752,0.019805,0.450000,20.774790
660.000000,-10.000000,0.350000,4.000000,2.261437,40.000000,0.252546,0.245714,4.125942,0.089311,306.313701,17.988677,19986.597840,77.011557,0.019727,0.450000,20.428624
690.000000,-10.000000,0.350000,4.000000,2.210372,40.000000,0.255897,0.249145,4.181070,0.090530,302.267562,18.034037,19532.278676,76.132292,0.019504,0.450000,20.085524
720.000000,-10.000000,0.350000,4.000000,2.160204,40.000000,0.259201,0.252546,4.235413,0.091732,298.264985,18.078673,19086.072286,75.258684,0.019282,0.450000,19.745448
750.000000,-10.000000,0.350000,4.000000,2.110917,40.000000,0.262457,0.255897,4.288979,0.092916,294.305063,18.122598,18647.830870,74.390639,0.019062,0.450000,19.410266
780.000000,-10.000000,0.350000,4.000000,2.062856,40.000000,0.265665,0.259201,4.341781,0.094083,290.412252,18.165822,18220.589838,73.534482,0.018844,0.450000,19.079919
810.000000,-10.000000,0.350000,4.000000,2.015991,40.000000,0.268828,0.262457,4.393832,0.095233,286.585335,18.208358,17804.074377,72.690077,0.018630,0.450000,18.754348
840.000000,-10.000000,0.350000,4.000000,1.970292,40.000000,0.271945,0.265665,4.445143,0.096367,282.823127,18.250220,17398.017144,71.857287,0.018418,0.450000,18.433473
870.000000,-10.000000,0.350000,4.000000,1.925727,40.000000,0.275017,0.268828,4.495727,0.097484,279.124195,18.291421,17002.123594,71.035910,0.018210,0.450000,18.117219
