t,DeltaT_ref,DeltaT,T_max,T_min,T_avg,flow_pattern,phi_b_kWm3,soc,n_switches,iae_cumulative
0.0,0.000,0.0000,298.1500,298.1500,298.1500,U,69.26,1.0000,1,0.00
1.0,0.000,0.0000,298.1836,298.1836,298.1836,U,69.22,0.9986,1,0.00
2.0,0.000,0.0001,298.2171,298.2170,298.2170,U,69.18,0.9972,1,0.00
3.0,0.000,0.0003,298.2505,298.2502,298.2504,U,69.14,0.9958,1,0.00
4.0,0.000,0.0006,298.2838,298.2832,298.2836,U,69.10,0.9944,1,0.00
5.0,0.000,0.0010,298.3171,298.3161,298.3167,U,69.06,0.9931,1,0.00
6.0,0.000,0.0016,298.3503,298.3487,298.3497,U,69.02,0.9917,1,0.00
7.0,0.000,0.0022,298.3834,298.3812,298.3826,U,68.98,0.9903,1,0.01
8.0,0.000,0.0029,298.4164,298.4135,298.4153,U,68.95,0.9889,1,0.01
9.0,0.000,0.0037,298.4494,298.4457,298.4480,U,68.91,0.9875,1,0.01
10.0,0.000,0.0047,298.4823,298.4776,298.4805,U,68.87,0.9861,1,0.02
11.0,0.000,0.0057,298.5151,298.5094,298.5129,U,68.83,0.9847,1,0.02
12.0,0.000,0.0068,298.5478,298.5410,298.5452,U,68.80,0.9833,1,0.03
13.0,0.000,0.0080,298.5805,298.5725,298.5774,U,68.76,0.9819,1,0.04
14.0,0.000,0.0093,298.6131,298.6037,298.6095,U,68.72,0.9806,1,0.05
15.0,0.000,0.0107,298.6456,298.6348,298.6415,U,68.69,0.9792,1,0.06
16.0,0.000,0.0122,298.6780,298.6658,298.6733,U,68.65,0.9778,1,0.07
17.0,0.000,0.0138,298.7104,298.6965,298.7051,U,68.62,0.9764,1,0.08
18.0,0.000,0.0155,298.7427,298.7271,298.7367,U,68.58,0.9750,1,0.10
19.0,0.000,0.0173,298.7749,298.7576,298.7682,U,68.55,0.9736,1,0.12
20.0,0.000,0.0192,298.8070,298.7878,298.7996,U,68.51,0.9722,1,0.14
21.0,0.000,0.0212,298.8391,298.8179,298.8310,U,68.48,0.9708,1,0.16
22.0,0.000,0.0232,298.8711,298.8479,298.8622,U,68.45,0.9694,1,0.18
23.0,0.000,0.0254,298.9030,298.8777,298.8933,U,68.42,0.9681,1,0.21
24.0,0.000,0.0276,298.9349,298.9073,298.9242,U,68.38,0.9667,1,0.23
25.0,0.000,0.0299,298.9667,298.9367,298.9551,U,68.35,0.9653,1,0.26
26.0,0.000,0.0324,298.9984,298.9660,298.9859,U,68.32,0.9639,1,0.30
27.0,0.000,0.0349,299.0300,298.9952,299.0166,U,68.29,0.9625,1,0.33
28.0,0.000,0.0375,299.0616,299.0242,299.0472,U,68.26,0.9611,1,0.37
29.0,0.000,0.0401,299.0931,299.0530,299.0776,U,68.23,0.9597,1,0.41
30.0,0.000,0.0429,299.1246,299.0817,299.1080,U,68.20,0.9583,1,0.45
31.0,0.000,0.0457,299.1559,299.1102,299.1382,U,68.17,0.9569,1,0.50
32.0,0.000,0.0487,299.1872,299.1385,299.1684,U,68.14,0.9556,1,0.55
33.0,0.000,0.0517,299.2185,299.1668,299.1985,U,68.11,0.9542,1,0.60
34.0,0.000,0.0548,299.2496,299.1948,299.2284,U,68.08,0.9528,1,0.65
35.0,0.000,0.0580,299.2807,299.2227,299.2583,U,68.05,0.9514,1,0.71
36.0,0.000,0.0612,299.3117,299.2505,299.2880,U,68.02,0.9500,1,0.77
37.0,0.000,0.0646,299.3427,299.2781,299.3177,U,68.00,0.9486,1,0.84
38.0,0.000,0.0680,299.3736,299.3056,299.3472,U,67.97,0.9472,1,0.90
39.0,0.000,0.0715,299.4044,299.3329,299.3767,U,67.94,0.9458,1,0.98
40.0,0.000,0.0751,299.4352,299.3601,299.4060,U,67.91,0.9444,1,1.05
41.0,0.000,0.0788,299.4659,299.3871,299.4353,U,67.89,0.9431,1,1.13
42.0,0.000,0.0825,299.4965,299.4140,299.4644,U,67.86,0.9417,1,1.21
43.0,0.000,0.0863,299.5270,299.4407,299.4935,U,67.84,0.9403,1,1.30
44.0,0.000,0.0902,299.5575,299.4673,299.5225,U,67.81,0.9389,1,1.39
45.0,0.000,0.0942,299.5880,299.4938,299.5513,U,67.79,0.9375,1,1.48
46.0,0.000,0.0982,299.6183,299.5201,299.5801,U,67.76,0.9361,1,1.58
47.0,0.000,0.1023,299.6486,299.5463,299.6088,U,67.74,0.9347,1,1.68
48.0,0.000,0.1065,299.6789,299.5723,299.6374,U,67.72,0.9333,1,1.79
49.0,0.000,0.1108,299.7090,299.5982,299.6658,U,67.69,0.9319,1,1.90
50.0,0.000,0.1151,299.7391,299.6240,299.6942,U,67.67,0.9306,1,2.02
51.0,0.000,0.1196,299.7692,299.6496,299.7225,U,67.65,0.9292,1,2.13
52.0,0.000,0.1241,299.7992,299.6751,299.7508,U,67.62,0.9278,1,2.26
53.0,0.000,0.1286,299.8291,299.7005,299.7789,U,67.60,0.9264,1,2.39
54.0,0.000,0.1332,299.8589,299.7257,299.8069,U,67.58,0.9250,1,2.52
55.0,0.000,0.1379,299.8887,299.7508,299.8348,U,67.56,0.9236,1,2.66
56.0,0.000,0.1427,299.9185,299.7757,299.8627,U,67.54,0.9222,1,2.80
57.0,0.000,0.1475,299.9481,299.8006,299.8904,U,67.52,0.9208,1,2.95
58.0,0.000,0.1525,299.9777,299.8253,299.9181,U,67.50,0.9194,1,3.10
59.0,0.000,0.1574,300.0073,299.8498,299.9456,U,67.48,0.9181,1,3.26
60.0,0.000,0.1625,300.0368,299.8743,299.9731,U,67.46,0.9167,1,3.42
61.0,0.000,0.1676,300.0662,299.8986,300.0005,U,67.44,0.9153,1,3.59
62.0,0.000,0.1728,300.0955,299.9228,300.0278,U,67.42,0.9139,1,3.76
63.0,0.000,0.1780,300.1248,299.9468,300.0550,U,67.40,0.9125,1,3.94
64.0,0.000,0.1833,300.1541,299.9708,300.0822,U,67.38,0.9111,1,4.12
65.0,0.000,0.1887,300.1833,299.9946,300.1092,U,67.36,0.9097,1,4.31
66.0,0.000,0.1941,300.2124,300.0183,300.1362,U,67.35,0.9083,1,4.51
67.0,0.000,0.1996,300.2415,300.0418,300.1630,U,67.33,0.9069,1,4.71
68.0,0.000,0.2052,300.2705,300.0653,300.1898,U,67.31,0.9056,1,4.91
69.0,0.000,0.2108,300.2994,300.0886,300.2165,U,67.29,0.9042,1,5.12
70.0,0.000,0.2165,300.3283,300.1118,300.2431,U,67.28,0.9028,1,5.34
71.0,0.000,0.2223,300.3571,300.1348,300.2697,U,67.26,0.9014,1,5.56
72.0,0.000,0.2281,300.3859,300.1578,300.2961,U,67.25,0.9000,1,5.79
73.0,0.000,0.2340,300.4146,300.1806,300.3225,U,67.23,0.8986,1,6.02
74.0,0.000,0.2399,300.4433,300.2033,300.3487,U,67.22,0.8972,1,6.26
75.0,0.000,0.2459,300.4719,300.2259,300.3749,U,67.20,0.8958,1,6.51
76.0,0.000,0.2520,300.5004,300.2484,300.4010,U,67.19,0.8944,1,6.76
77.0,0.000,0.2581,300.5289,300.2708,300.4271,U,67.17,0.8931,1,7.02
78.0,0.000,0.2643,300.5573,300.2931,300.4530,U,67.16,0.8917,1,7.28
79.0,0.000,0.2705,300.5857,300.3152,300.4789,U,67.15,0.8903,1,7.55
