t,v_in,v_ref,v_out,i_L,d,mode,error
0.00000000,10.00000000,8.00000000,0.00000000,0.00000000,1.00000000,0,8.00000000
0.00002000,10.00000000,8.00000000,0.02217290,3.99704115,1.00000000,0,7.97782710
0.00004000,10.00000000,8.00000000,0.08842950,7.97638169,1.00000000,0,7.91157050
0.00006000,10.00000000,8.00000000,0.19823204,11.92048929,1.00000000,0,7.80176796
0.00008000,10.00000000,8.00000000,0.35085279,15.81208487,1.00000000,0,7.64914721
0.00010000,10.00000000,8.00000000,0.54537833,19.63421772,1.00000000,0,7.45462167
0.00012000,10.00000000,8.00000000,0.78071468,23.37033879,1.00000000,0,7.21928532
0.00014000,10.00000000,8.00000000,1.05559307,27.00437180,1.00000000,0,6.94440693
0.00016000,10.00000000,8.00000000,1.36857661,30.52078182,1.00000000,0,6.63142339
0.00018000,10.00000000,8.00000000,1.71806751,33.90464112,0.89022460,0,6.28193249
0.00020000,10.00000000,8.00000000,2.09988106,36.70291516,0.62572833,0,5.90011894
0.00022000,10.00000000,8.00000000,2.50385240,38.28559296,0.39114284,0,5.49614760
0.00024000,10.00000000,8.00000000,2.91701373,38.76609254,0.18903722,0,5.08298627
0.00026000,10.00000000,8.00000000,3.32781055,38.27301797,0.01996043,0,4.67218945
0.00028000,10.00000000,8.00000000,3.72621404,36.94148804,0.00000000,0,4.27378596
0.00030000,10.00000000,8.00000000,4.10634316,35.37432602,0.00000000,0,3.89365684
0.00032000,10.00000000,8.00000000,4.46617324,33.65912111,0.00000000,0,3.53382676
0.00034000,10.00000000,8.00000000,4.80422253,31.80429267,0.00000000,0,3.19577747
0.00036000,10.00000000,8.00000000,5.11911396,29.81883200,0.00000000,0,2.88088604
0.00038000,10.00000000,8.00000000,5.40958072,27.71225938,0.00000000,0,2.59041928
0.00040000,10.00000000,8.00000000,5.67447122,25.49457890,0.00000000,0,2.32552878
0.00042000,10.00000000,8.00000000,5.91275356,23.17623150,0.00000000,0,2.08724644
0.00044000,10.00000000,8.00000000,6.12351946,20.76804630,0.00000000,0,1.87648054
0.00046000,10.00000000,8.00000000,6.30598755,18.28119040,0.00000000,0,1.69401245
0.00048000,10.00000000,8.00000000,6.45950620,15.72711763,0.00000000,0,1.54049380
0.00050000,10.00000000,8.00000000,6.58355563,13.11751615,0.00000000,0,1.41644437
0.00052000,10.00000000,8.00000000,6.67774950,10.46425536,0.00000000,0,1.32225050
0.00054000,10.00000000,8.00000000,6.74183590,7.77933237,0.00000000,0,1.25816410
0.00056000,10.00000000,8.00000000,6.77569769,5.07481808,0.00000000,0,1.22430231
0.00058000,10.00000000,8.00000000,6.77935229,2.36280333,0.00000000,0,1.22064771
0.00060000,10.00000000,8.00000000,6.75295087,0.00000000,0.00000000,0,1.24704913
0.00062000,10.00000000,8.00000000,6.70059296,0.00000000,0.00000000,0,1.29940704
