t,v_in,v_ref,v_out,i_L,d,mode,error
0.00000000,10.00000000,8.00000000,0.00000000,0.00000000,0.10451320,0,8.00000000
0.00002000,10.00000000,8.00000000,0.00231736,0.41774358,0.19875892,0,7.99768264
0.00004000,10.00000000,8.00000000,0.01133175,1.21034121,0.28300070,0,7.98866825
0.00006000,10.00000000,8.00000000,0.03091985,2.33430619,0.35754184,0,7.96908015
0.00008000,10.00000000,8.00000000,0.06445352,3.74591529,0.42272371,0,7.93554648
0.00010000,10.00000000,8.00000000,0.11480194,5.40156269,0.47892361,0,7.88519806
0.00012000,10.00000000,8.00000000,0.18433758,7.25810372,0.52655225,0,7.81566242
0.00014000,10.00000000,8.00000000,0.27494597,9.27318529,0.56605078,0,7.72505403
0.00016000,10.00000000,8.00000000,0.38803880,11.40556001,0.59788758,0,7.61196120
0.00018000,10.00000000,8.00000000,0.52457057,13.61538131,0.62255470,0,7.47542943
0.00020000,10.00000000,8.00000000,0.68505805,15.86447737,0.64056419,0,7.31494195
0.00022000,10.00000000,8.00000000,0.86960275,18.11660160,0.65244414,0,7.13039725
0.00024000,10.00000000,8.00000000,1.07791576,20.33765821,0.65873472,0,6.92208424
0.00026000,10.00000000,8.00000000,1.30934489,22.49590117,0.65998408,0,6.69065511
0.00028000,10.00000000,8.00000000,1.56290364,24.56210581,0.65674425,0,6.43709636
0.00030000,10.00000000,8.00000000,1.83730184,26.50971201,0.64956713,0,6.16269816
0.00032000,10.00000000,8.00000000,2.13097749,28.31493866,0.63900044,0,5.86902251
0.00034000,10.00000000,8.00000000,2.44212953,29.95686931,0.62558388,0,5.55787047
0.00036000,10.00000000,8.00000000,2.76875122,31.41750901,0.60984542,0,5.23124878
0.00038000,10.00000000,8.00000000,3.10866389,32.68181286,0.59229775,0,4.89133611
0.00040000,10.00000000,8.00000000,3.45955050,33.73768694,0.57343493,0,4.54044950
0.00042000,10.00000000,8.00000000,3.81898908,34.57596258,0.55372940,0,4.18101092
0.00044000,10.00000000,8.00000000,4.18448534,35.19034512,0.53362909,0,3.81551466
0.00046000,10.00000000,8.00000000,4.55350461,35.57733848,0.51355496,0,3.44649539
0.00048000,10.00000000,8.00000000,4.92350247,35.73614723,0.49389877,0,3.07649753
0.00050000,10.00000000,8.00000000,5.29195412,35.66855777,0.47502119,0,2.70804588
0.00052000,10.00000000,8.00000000,5.65638212,35.37880055,0.45725024,0,2.34361788
0.00054000,10.00000000,8.00000000,6.01438233,34.87339522,0.44088006,0,1.98561767
0.00056000,10.00000000,8.00000000,6.36364798,34.16098098,0.42617000,0,1.63635202
0.00058000,10.00000000,8.00000000,6.70199156,33.25213397,0.41334410,0,1.29800844
0.00060000,10.00000000,8.00000000,7.02736462,32.15917424,0.40259076,0,0.97263538
0.00062000,10.00000000,8.00000000,7.33787517,30.89596418,0.39406294,0,0.66212483
0.00064000,10.00000000,8.00000000,7.63180276,29.47770085,0.38787843,0,0.36819724
0.00066000,10.00000000,8.00000000,7.90761115,27.92070428,0.38412062,0,0.09238885
0.00068000,10.00000000,8.00000000,8.16395856,26.24220394,0.38283943,0,-0.16395856
0.00070000,10.00000000,8.00000000,8.39970550,24.46012544,0.38405252,0,-0.39970550
0.00072000,10.00000000,8.00000000,8.61392017,22.59287940,0.38774674,0,-0.61392017
0.00074000,10.00000000,8.00000000,8.80588155,20.65915456,0.39387987,0,-0.80588155
0.00076000,10.00000000,8.00000000,8.97508018,18.67771677,0.40238240,0,-0.97508018
0.00078000,10.00000000,8.00000000,9.12121682,16.66721556,0.41315965,0,-1.12121682
0.00080000,10.00000000,8.00000000,9.24419890,14.64599993,0.42609391,0,-1.24419890
0.00082000,10.00000000,8.00000000,9.34413516,12.63194460,0.44104678,0,-1.34413516
0.00084000,10.00000000,8.00000000,9.42132832,10.64228807,0.45786152,0,-1.42132832
0.00086000,10.00000000,8.00000000,9.47626613,8.69348357,0.47636557,0,-1.47626613
0.00088000,10.00000000,8.00000000,9.50961093,6.80106364,0.49637306,0,-1.50961093
0.00090000,10.00000000,8.00000000,9.52218777,4.97951942,0.51768728,0,-1.52218777
0.00092000,10.00000000,8.00000000,9.51497138,3.24219485,0.54010328,0,-1.51497138
0.00094000,10.00000000,8.00000000,9.48907214,1.60119649,0.56341028,0,-1.48907214
0.00096000,10.00000000,8.00000000,9.44572119,0.06731909,0.58739420,0,-1.44572119
0.00098000,10.00000000,8.00000000,9.38625492,0.00000000,0.60949026,0,-1.38625492
0.00100000,10.00000000,8.00000000,9.32699428,0.00000000,0.62975288,0,-1.32699428
0.00102000,10.00000000,8.00000000,9.26864239,0.00000000,0.64834649,0,-1.26864239
0.00104000,10.00000000,8.00000000,9.21115519,0.00000000,0.66542068,0,-1.21115519
0.00106000,10.00000000,8.00000000,9.15449230,0.00000000,0.68111151,0,-1.15449230
0.00108000,10.00000000,8.00000000,9.09861664,0.00000000,0.69554275,0,-1.09861664
0.00110000,10.00000000,8.00000000,9.04349419,0.00000000,0.70882699,0,-1.04349419
0.00112000,10.00000000,8.00000000,8.98909367,0.00000000,0.72106662,0,-0.98909367
0.00114000,10.00000000,8.00000000,8.93538632,0.00000000,0.73235480,0,-0.93538632
0.00116000,10.00000000,8.00000000,8.88234568,0.00000000,0.74277628,0,-0.88234568
0.00118000,10.00000000,8.00000000,8.82994736,0.00000000,0.75240813,0,-0.82994736
0.00120000,10.00000000,8.00000000,8.77816886,0.00000000,0.76132048,0,-0.77816886
0.00122000,10.00000000,8.00000000,8.72698943,0.00000000,0.76957712,0,-0.72698943
0.00124000,10.00000000,8.00000000,8.67638989,0.00000000,0.77723608,0,-0.67638989
