t,v_in,v_ref,v_out,i_L,d,mode,error
0.00000000,10.00000000,15.00000000,0.00000000,0.00000000,0.54333333,1,15.00000000
0.00002000,10.00000000,15.00000000,0.01012860,3.99938295,0.54052271,1,14.98987140
0.00004000,10.00000000,15.00000000,0.04061694,7.99502948,0.53513998,1,14.95938306
0.00006000,10.00000000,15.00000000,0.09185691,11.98302786,0.52997016,1,14.90814309
0.00008000,10.00000000,15.00000000,0.16412629,15.95928295,0.52497014,1,14.83587371
0.00010000,10.00000000,15.00000000,0.25765808,19.91953365,0.52006204,1,14.74234192
0.00012000,10.00000000,15.00000000,0.37265507,23.85935727,0.51514907,1,14.62734493
0.00014000,10.00000000,15.00000000,0.50930737,27.77416176,0.51013294,1,14.49069263
0.00016000,10.00000000,15.00000000,0.66780791,31.65916664,0.50496925,1,14.33219209
0.00018000,10.00000000,15.00000000,0.84834710,35.50939084,0.49950184,1,14.15165290
0.00020000,10.00000000,15.00000000,1.05116414,39.31958514,0.49375539,1,13.94883586
0.00022000,10.00000000,15.00000000,1.27648736,43.08424912,0.48753705,1,13.72351264
0.00024000,10.00000000,15.00000000,1.52463454,46.79749248,0.48082584,1,13.47536546
0.00026000,10.00000000,15.00000000,1.79594665,50.45303930,0.47352103,1,13.20405335
0.00028000,10.00000000,15.00000000,2.09083126,54.04411781,0.46548427,1,12.90916874
0.00030000,10.00000000,15.00000000,2.40979398,57.56332761,0.45657939,1,12.59020602
0.00032000,10.00000000,15.00000000,2.75344861,61.00250666,0.44617168,1,12.24655139
0.00034000,10.00000000,15.00000000,3.12286967,64.35195495,0.43548888,1,11.87713033
0.00036000,10.00000000,15.00000000,3.51830900,67.60249338,0.42462013,1,11.48169100
0.00038000,10.00000000,15.00000000,3.93988568,70.74457467,0.41543537,1,11.06011432
0.00040000,10.00000000,15.00000000,4.38614989,73.77148824,0.40921486,1,10.61385011
0.00042000,10.00000000,15.00000000,4.85435272,76.67998263,0.40408750,1,10.14564728
0.00044000,10.00000000,15.00000000,5.34303548,79.46494473,0.39985950,1,9.65696452
0.00046000,10.00000000,15.00000000,5.85076439,82.12167214,0.39639411,1,9.14923561
0.00048000,10.00000000,15.00000000,6.37611096,84.64591122,0.39371676,1,8.62388904
0.00050000,10.00000000,15.00000000,6.91752393,87.03423393,0.39167625,1,8.08247607
0.00052000,10.00000000,15.00000000,7.47351021,89.28359801,0.39022016,1,7.52648979
0.00054000,10.00000000,15.00000000,8.04256052,91.39154661,0.38043369,1,6.95743948
0.00056000,10.00000000,15.00000000,8.63213306,93.32553824,0.36832204,1,6.36786694
0.00058000,10.00000000,15.00000000,9.24370379,95.06736965,0.35486791,1,5.75629621
0.00060000,10.00000000,15.00000000,9.87764016,96.60037169,0.34023817,1,5.12235984
0.00062000,10.00000000,15.00000000,10.53398659,97.90713971,0.32458463,1,4.46601341
0.00064000,10.00000000,15.00000000,11.21243872,98.96966039,0.30790188,1,3.78756128
0.00066000,10.00000000,15.00000000,11.91247525,99.76877055,0.28948072,1,3.08752475
0.00068000,10.00000000,15.00000000,12.63408606,100.28061030,0.27100156,1,2.36591394
0.00070000,10.00000000,15.00000000,13.37509587,100.48842056,0.25708209,1,1.62490413
0.00072000,10.00000000,15.00000000,14.12798856,100.40179252,0.24961716,1,0.87201144
0.00074000,10.00000000,15.00000000,14.88318872,100.04771588,0.24459279,1,0.11681128
0.00076000,10.00000000,15.00000000,15.63574594,99.43663685,0.24258534,1,-0.63574594
0.00078000,10.00000000,15.00000000,16.38021902,98.58647961,0.24103163,1,-1.38021902
0.00080000,10.00000000,15.00000000,17.11413451,97.50191420,0.23905678,1,-2.11413451
0.00082000,10.00000000,15.00000000,17.83599221,96.18251726,0.23641444,1,-2.83599221
0.00084000,10.00000000,15.00000000,18.54451776,94.62615467,0.23289996,1,-3.54451776
0.00086000,10.00000000,15.00000000,19.23857842,92.82898161,0.22511208,1,-4.23857842
0.00088000,10.00000000,15.00000000,19.92028224,90.75967809,0.21369325,1,-4.92028224
0.00090000,10.00000000,15.00000000,20.59047910,88.38826059,0.20412149,1,-5.59047910
0.00092000,10.00000000,15.00000000,21.24427755,85.72846369,0.19693049,1,-6.24427755
0.00094000,10.00000000,15.00000000,21.87653242,82.80186926,0.19059506,1,-6.87653242
0.00096000,10.00000000,15.00000000,22.48380284,79.61991147,0.18448026,1,-7.48380284
0.00098000,10.00000000,15.00000000,23.06333269,76.19006174,0.18711058,1,-8.06333269
0.00100000,10.00000000,15.00000000,23.60576420,72.60173907,0.19090652,1,-8.60576420
0.00102000,10.00000000,15.00000000,24.10928105,68.87957503,0.19493942,1,-9.10928105
0.00104000,10.00000000,15.00000000,24.57311017,65.04012968,0.19799129,1,-9.57311017
0.00106000,10.00000000,15.00000000,24.99747440,61.08791721,0.20043847,1,-9.99747440
0.00108000,10.00000000,15.00000000,25.38228731,57.03055589,0.20239855,1,-10.38228731
0.00110000,10.00000000,15.00000000,25.72739059,52.87649579,0.20033580,1,-10.72739059
0.00112000,10.00000000,15.00000000,26.03446606,48.59701630,0.19804025,1,-11.03446606
0.00114000,10.00000000,15.00000000,26.30257856,44.20148912,0.19543168,1,-11.30257856
0.00116000,10.00000000,15.00000000,26.53087378,39.69875145,0.19228038,1,-11.53087378
0.00118000,10.00000000,15.00000000,26.71861079,35.09548067,0.18963037,1,-11.71861079
0.00120000,10.00000000,15.00000000,26.86469246,30.40986308,0.18751468,1,-11.86469246
0.00122000,10.00000000,15.00000000,26.96825474,25.66099081,0.18594637,1,-11.96825474
0.00124000,10.00000000,15.00000000,27.02868851,20.86852419,0.18491246,1,-12.02868851
0.00126000,10.00000000,15.00000000,27.04565307,16.05227243,0.18444376,1,-12.04565307
0.00128000,10.00000000,15.00000000,27.01907040,11.23252491,0.18748508,1,-12.01907040
0.00130000,10.00000000,15.00000000,26.94899210,6.46139791,0.19313495,1,-11.94899210
0.00132000,10.00000000,15.00000000,26.83648791,1.78076162,0.19949120,1,-11.83648791
0.00134000,10.00000000,15.00000000,26.68328360,0.00000000,0.20648472,1,-11.68328360
0.00136000,10.00000000,15.00000000,26.51586099,0.00000000,0.21060322,1,-11.51586099
0.00138000,10.00000000,15.00000000,26.34989052,0.00000000,0.21265776,1,-11.34989052
0.00140000,10.00000000,15.00000000,26.18521184,0.00000000,0.21438950,1,-11.18521184
0.00142000,10.00000000,15.00000000,26.02179094,0.00000000,0.21573634,1,-11.02179094
0.00144000,10.00000000,15.00000000,25.85959057,0.00000000,0.21698945,1,-10.85959057
0.00146000,10.00000000,15.00000000,25.69859426,0.00000000,0.21817424,1,-10.69859426
0.00148000,10.00000000,15.00000000,25.53878756,0.00000000,0.21925846,1,-10.53878756
0.00150000,10.00000000,15.00000000,25.38015415,0.00000000,0.22029363,1,-10.38015415
0.00152000,10.00000000,15.00000000,25.22268141,0.00000000,0.22124166,1,-10.22268141
0.00154000,10.00000000,15.00000000,25.06635446,0.00000000,0.22213842,1,-10.06635446
0.00156000,10.00000000,15.00000000,24.91116100,0.00000000,0.22297674,1,-9.91116100
0.00158000,10.00000000,15.00000000,24.75708847,0.00000000,0.22375005,1,-9.75708847
0.00160000,10.00000000,15.00000000,24.60412409,0.00000000,0.22449390,1,-9.60412409
0.00162000,10.00000000,15.00000000,24.45225755,0.00000000,0.22515566,1,-9.45225755
0.00164000,10.00000000,15.00000000,24.30147539,0.00000000,0.22579925,1,-9.30147539
0.00166000,10.00000000,15.00000000,24.15176831,0.00000000,0.22637754,1,-9.15176831
0.00168000,10.00000000,15.00000000,24.00312429,0.00000000,0.22691751,1,-9.00312429
0.00170000,10.00000000,15.00000000,23.85553309,0.00000000,0.22742948,1,-8.85553309
0.00172000,10.00000000,15.00000000,23.70898524,0.00000000,0.22786819,1,-8.70898524
0.00174000,10.00000000,15.00000000,23.56346874,0.00000000,0.22831106,1,-8.56346874
0.00176000,10.00000000,15.00000000,23.41897629,0.00000000,0.22867098,1,-8.41897629
0.00178000,10.00000000,15.00000000,23.27549563,0.00000000,0.22902462,1,-8.27549563
0.00180000,10.00000000,15.00000000,23.13301907,0.00000000,0.22934177,1,-8.13301907
0.00182000,10.00000000,15.00000000,22.99153732,0.00000000,0.22960874,1,-7.99153732
0.00184000,10.00000000,15.00000000,22.85104041,0.00000000,0.22988869,1,-7.85104041
0.00186000,10.00000000,15.00000000,22.71152206,0.00000000,0.23007815,1,-7.71152206
0.00188000,10.00000000,15.00000000,22.57297028,0.00000000,0.23027918,1,-7.57297028
0.00190000,10.00000000,15.00000000,22.43537890,0.00000000,0.23051290,1,-7.43537890
0.00192000,10.00000000,15.00000000,22.29874292,0.00000000,0.23078103,1,-7.29874292
0.00194000,10.00000000,15.00000000,22.16305742,0.00000000,0.23106919,1,-7.16305742
0.00196000,10.00000000,15.00000000,22.02831671,0.00000000,0.23135470,1,-7.02831671
0.00198000,10.00000000,15.00000000,21.89451390,0.00000000,0.23164380,1,-6.89451390
0.00200000,10.00000000,15.00000000,21.76164248,0.00000000,0.23194812,1,-6.76164248
0.00202000,10.00000000,15.00000000,21.62969659,0.00000000,0.23223670,1,-6.62969659
0.00204000,10.00000000,15.00000000,21.49866882,0.00000000,0.23288553,1,-6.49866882
0.00206000,10.00000000,15.00000000,21.36857092,0.00000000,0.23567978,1,-6.36857092
