t,y,error,u
0.000000,0.000000,1.000000,3.085212
0.010000,0.000153,1.000000,3.705428
0.020000,0.000639,0.999847,3.796812
0.030000,0.001489,0.999361,3.775018
0.040000,0.002699,0.998511,3.729285
0.050000,0.004262,0.997301,3.678775
0.060000,0.006167,0.995738,3.627609
0.070000,0.008404,0.993833,3.576674
0.080000,0.010963,0.991596,3.526168
0.090000,0.013834,0.989037,3.476137
0.100000,0.017006,0.986166,3.426596
0.110000,0.020470,0.982994,3.377551
0.120000,0.024217,0.979530,3.329009
0.130000,0.028236,0.975783,3.280974
0.140000,0.032520,0.971764,3.233451
0.150000,0.037058,0.967480,3.186443
0.160000,0.041843,0.962942,3.139954
0.170000,0.046864,0.958157,3.093988
0.180000,0.052114,0.953136,3.048548
0.190000,0.057583,0.947886,3.003636
0.200000,0.063264,0.942417,2.959255
0.210000,0.069149,0.936736,2.915408
0.220000,0.075229,0.930851,2.872096
0.230000,0.081497,0.924771,2.829322
0.240000,0.087945,0.918503,2.787086
0.250000,0.094565,0.912055,2.745390
0.260000,0.101350,0.905435,2.704234
0.270000,0.108292,0.898650,2.663620
0.280000,0.115386,0.891708,2.623549
0.290000,0.122622,0.884614,2.584019
0.300000,0.129995,0.877378,2.545032
0.310000,0.137499,0.870005,2.506588
0.320000,0.145125,0.862501,2.468685
0.330000,0.152869,0.854875,2.431323
0.340000,0.160723,0.847131,2.394503
0.350000,0.168682,0.839277,2.358222
0.360000,0.176739,0.831318,2.322479
0.370000,0.184889,0.823261,2.287274
0.380000,0.193125,0.815111,2.252605
0.390000,0.201443,0.806875,2.218469
0.400000,0.209837,0.798557,2.184867
0.410000,0.218300,0.790163,2.151794
0.420000,0.226829,0.781700,2.119250
0.430000,0.235417,0.773171,2.087232
0.440000,0.244061,0.764583,2.055738
0.450000,0.252754,0.755939,2.024765
0.460000,0.261493,0.747246,1.994311
0.470000,0.270272,0.738507,1.964372
0.480000,0.279087,0.729728,1.934946
0.490000,0.287933,0.720913,1.906030
0.500000,0.296807,0.712067,1.877620
0.510000,0.305704,0.703193,1.849714
0.520000,0.314620,0.694296,1.822308
0.530000,0.323550,0.685380,1.795399
0.540000,0.332492,0.676450,1.768983
0.550000,0.341441,0.667508,1.743056
0.560000,0.350393,0.658559,1.717616
0.570000,0.359346,0.649607,1.692657
0.580000,0.368295,0.640654,1.668176
0.590000,0.377237,0.631705,1.644169
0.600000,0.386169,0.622763,1.620632
0.610000,0.395088,0.613831,1.597562
0.620000,0.403990,0.604912,1.574953
0.630000,0.412873,0.596010,1.552802
0.640000,0.421734,0.587127,1.531104
0.650000,0.430569,0.578266,1.509854
0.660000,0.439377,0.569431,1.489050
0.670000,0.448155,0.560623,1.468686
0.680000,0.456899,0.551845,1.448757
0.690000,0.465608,0.543101,1.429259
0.700000,0.474279,0.534392,1.410188
0.710000,0.482910,0.525721,1.391539
0.720000,0.491498,0.517090,1.373307
0.730000,0.500042,0.508502,1.355487
0.740000,0.508540,0.499958,1.338076
0.750000,0.516989,0.491460,1.321068
0.760000,0.525387,0.483011,1.304458
0.770000,0.533734,0.474613,1.288241
0.780000,0.542026,0.466266,1.272414
0.790000,0.550262,0.457974,1.256971
0.800000,0.558441,0.449738,1.241907
0.810000,0.566561,0.441559,1.227217
0.820000,0.574621,0.433439,1.212897
0.830000,0.582619,0.425379,1.198941
0.840000,0.590554,0.417381,1.185346
0.850000,0.598424,0.409446,1.172105
0.860000,0.606228,0.401576,1.159215
0.870000,0.613965,0.393772,1.146670
0.880000,0.621635,0.386035,1.134465
0.890000,0.629235,0.378365,1.122596
0.900000,0.636765,0.370765,1.111058
0.910000,0.644224,0.363235,1.099845
0.920000,0.651612,0.355776,1.088954
0.930000,0.658926,0.348388,1.078379
0.940000,0.666167,0.341074,1.068115
0.950000,0.673333,0.333833,1.058158
0.960000,0.680425,0.326667,1.048503
0.970000,0.687440,0.319575,1.039146
0.980000,0.694380,0.312560,1.030080
0.990000,0.701243,0.305620,1.021302
1.000000,0.708028,0.298757,1.012808
1.010000,0.714736,0.291972,1.004592
1.020000,0.721366,0.285264,0.996649
1.030000,0.727917,0.278634,0.988975
1.040000,0.734389,0.272083,0.981566
1.050000,0.740782,0.265611,0.974417
1.060000,0.747096,0.259218,0.967523
1.070000,0.753330,0.252904,0.960881
1.080000,0.759484,0.246670,0.954484
1.090000,0.765559,0.240516,0.948329
1.100000,0.771553,0.234441,0.942412
1.110000,0.777467,0.228447,0.936728
1.120000,0.783301,0.222533,0.931273
1.130000,0.789055,0.216699,0.926042
1.140000,0.794729,0.210945,0.921031
1.150000,0.800322,0.205271,0.916237
1.160000,0.805836,0.199678,0.911653
1.170000,0.811270,0.194164,0.907278
1.180000,0.816624,0.188730,0.903105
1.190000,0.821898,0.183376,0.899132
1.200000,0.827094,0.178102,0.895354
1.210000,0.832209,0.172906,0.891768
1.220000,0.837246,0.167791,0.888368
1.230000,0.842205,0.162754,0.885152
1.240000,0.847085,0.157795,0.882114
1.250000,0.851887,0.152915,0.879253
1.260000,0.856611,0.148113,0.876563
1.270000,0.861258,0.143389,0.874040
1.280000,0.865828,0.138742,0.871682
1.290000,0.870321,0.134172,0.869484
1.300000,0.874738,0.129679,0.867443
1.310000,0.879080,0.125262,0.865555
1.320000,0.883346,0.120920,0.863816
1.330000,0.887537,0.116654,0.862224
1.340000,0.891654,0.112463,0.860773
1.350000,0.895697,0.108346,0.859462
1.360000,0.899667,0.104303,0.858287
1.370000,0.903563,0.100333,0.857244
