time,omega_ref,omega_b,phi,omega_t,error,iae_cumulative
0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5.000,10.0000,0.0000,0.0000,25.0000,10.0000,1.0000
5.100,10.0000,0.4701,2.4636,25.0000,9.5299,1.9530
5.200,10.0000,2.2719,4.8793,21.6090,7.7281,2.7258
5.300,10.0000,1.9712,6.8315,23.1657,8.0288,3.5287
5.400,10.0000,2.1739,8.9451,22.9463,7.8261,4.3113
5.500,10.0000,2.8951,10.9906,21.8282,7.1049,5.0218
5.600,10.0000,4.0706,12.8288,20.0137,5.9294,5.6147
5.700,10.0000,5.5787,14.3504,17.7121,4.4213,6.0569
5.800,10.0000,7.2962,15.4796,15.1061,2.7038,6.3272
5.900,10.0000,9.1082,16.1709,12.3619,0.8918,6.4164
6.000,10.0000,10.9053,16.4065,9.6410,-0.9053,6.5069
6.100,10.0000,12.5856,16.1953,7.0963,-2.5856,6.7655
6.200,10.0000,14.0590,15.5712,4.8634,-4.0590,7.1714
6.300,10.0000,15.2514,14.5898,3.0538,-5.2514,7.6965
6.400,10.0000,16.1088,13.3246,1.7493,-6.1088,8.3074
6.500,10.0000,16.5984,11.8613,0.9991,-6.5984,8.9673
6.600,10.0000,16.7101,10.2927,0.8185,-6.7101,9.6383
6.700,10.0000,16.4559,8.7133,1.1896,-6.4559,10.2839
6.800,10.0000,15.8678,7.2133,2.0641,-5.8678,10.8706
6.900,10.0000,14.9954,5.8742,3.3674,-4.9954,11.3702
7.000,10.0000,13.9020,4.7642,5.0042,-3.9020,11.7604
7.100,10.0000,12.6601,3.9352,6.8649,-2.6601,12.0264
7.200,10.0000,11.3476,3.4206,8.8325,-1.3476,12.1612
7.300,10.0000,10.0421,3.2343,10.7898,-0.0421,12.1654
7.400,10.0000,8.8173,3.3708,12.6258,1.1827,12.2836
7.500,10.0000,7.7385,3.8067,14.2422,2.2615,12.5098
7.600,10.0000,6.8593,4.5025,15.5581,3.1407,12.8239
7.700,10.0000,6.2193,5.4063,16.5139,3.7807,13.2019
7.800,10.0000,5.8428,6.4566,17.0729,4.1572,13.6176
7.900,10.0000,5.7385,7.5871,17.2218,4.2615,14.0438
8.000,10.0000,5.8996,8.7295,16.9702,4.1004,14.4538
8.100,10.0000,6.3045,9.8183,16.3507,3.6955,14.8234
8.200,10.0000,6.9184,10.7940,15.4162,3.0816,15.1315
